Category,Title,Snippet
Books,Paradise: Dante's Divine Trilogy Part Three by Alasdair Gray review +AOIAgACT a fitting finale,"Alasdair Gray, the great Scottish novelist and artist, died a year ago, in December 2019. In his biography of Gray, A Secretary+AOIAgACZ-s Biography (2008) +AOIAgACT t +ICY"
Music,The 10 best contemporary music albums of 2020,"10 Brandee Younger and Dezron Douglas +AOIAgACT Force Majeure Recorded during lockdown in the couple+AOIAgACZ-s New York apartment, Force Majeure (named after the smal +ICY"
Books,"This Christmas, read a story aloud - you'll be surprised by the joy it brings","Summary: As this year of illness, lockdown and loneliness heads towards its bitter end, finding ways to keep connected and our spirits buoyed is crucial. This +ICY"
UK-News,Army to take over Covid testing for hauliers trapped near Dover,Thousands of international lorry drivers are braced to spend Christmas Day cooped up in their cabs near Dover as it was announced that hundreds of sol +ICY
Books,"She Come by It Natural; Dolly Parton, Songteller review +AOIAgACT no Dumb Blonde","In 1977, Dolly Parton was interviewed by Barbara Walters in a TV special. The singer was 31 and, having not long extricated herself from a professiona +ICY"
UK-News,Queen spends Christmas Day apart from family for first time in 30 years,"Summary: The royal family, in common with so many other families across the nation, were separated by tiers and restrictions on Christmas Day. The Queen, 94, a +ICY"
UK-News,Covid rules out Boxing Day hunts and parades amid uncertain future,"Traditional Boxing Day hunts across large parts of the UK have been cancelled due to coronavirus restrictions, with those going ahead elsewhere not pa +ICY"
Music,The best songs of 2020 ... that you didn't hear,Summary: Lily Kershaw ft Goody Grace +AOIAgACT Now & Then I first heard Now & Then performed in a living room by a piano on a hot evening in the summer of 2019 when th +ICY
Books,Luster by Raven Leilani review +AOIAgACT a debut of exceptional power,"Writers treat language in different ways. Some step over it to serve a plot, the electric possibilities of the words themselves kept in check or indee +ICY"
UK-News,Storm Bella: gale warnings as  Bedfordshire residents urged to leave homes,"Summary: More than 1,300 households in Bedfordshire have been urged by police to evacuate their homes due to a risk of flooding as swathes of the UK braced for +ICY"
Music,"The week in classical: AAM: Messiah; Krystian Zimerman, LSO/Rattle review +AOIAgACT great conjunctions","Aside from political tumult, this winter solstice we witnessed a rare +AOIAgACc-great conjunction+AOIAgACd in the skies. Finding a Messiah should have been a cinch. We +ICY"
Music,Steve Earle and the Dukes: JT review +AOIAgACT a father's fond farewell,"+AOIAgACc-It+AOIAgACZ-s the only way I knew to say goodbye,+AOIAgACd says Steve Earle of this album honouring his late son, Justin Townes Earle, a talented singer-songwriter fr +ICY"
UK-News,Congestion continues to ease at Port of Dover as more lorries cross to France,"Summary: Thousands more lorries have been allowed to cross the Channel after spending days in queues at the border, but an industry body has said the delays co +ICY"
Music,Classical music: Fiona Maddocks's 10 best of 2020,"1. Igor Levit+AOIAgACZ-s livestreamed house concerts March-May In an empty room, often in socks or slippers, the Russian-born pianist+AOIAgACZ-s spontaneous response to +ICY"
Music,Fleet Foxes: A Very Lonely Solstice live stream review +AOIAgACT all is balm,"Summary: Despite its billing +AOIAgACT +AOIAgACc-a very lonely solstice+AOIAgACd +AOIAgACT this live stream doesn+AOIAgACZ-t start lonely at all. Dressed all in white, a masked, socially distanced choi +ICY"
Books,Ruth Bader Ginsburg: The Last Interview and Other Conversations +AOIAgACT review,"When Ruth Bader Ginsburg graduated from law school in 1959, women made up 3% of lawyers in the US and there were no women judges on the federal courts +ICY"
Books,+AOIAgACY-I+AOIAgACZ-m more optimistic+AOIAgACZ: poet laureate Simon Armitage tells of Britain+AOIAgACZ-s great ordeal,How to tell millions of individual stories? Or represent the pain and anxiety of a pandemic to audiences of the future? Perhaps it takes a national po +ICY
Music,Music: Kitty Empire's 10 best of 2020,1. A Swayze and the Ghosts: Paid Salvation Ivy League; September The antidote to 2020 bar none: 12 tracks of guaranteed instant uplift from a bunch of +ICY
Books,Nonfiction to look out for in 2021,"Publishing can feel slow, even stately, at times, and not only because good books take a long time to write. But in 2021, speed will be the order of t +ICY"
Books,Fiction to look out for in 2021,"2020 ended up being a decent year for the publishing trade, at least as far as book sales went. Perhaps we also learned to cherish our bookshops and l +ICY"
UK-News,Home Office criticised for refusal to state deportees' nationalities,Campaign groups and Labour have accused the Home Office of lacking transparency even after the Windrush scandal because it refuses to say how many peo +ICY
Books,Feed your soul: the 31-day literary diet for January,"Summary: Our revels now are ended and January looms, with its exhortations to get fit, lose weight, dry out. So here+AOIAgACZ-s a radical alternative diet: instead of d +ICY"
UK-News,Storm Bella: high winds add to flooding chaos across UK,"High winds have added to widespread flooding as Storm Bella continued to wreak havoc across much of the UK. In many coastal areas, communities were fo +ICY"
UK-News,"Boy, 15, seriously injured in collision with police vehicle in Stockport",The Independent Office for Police Conduct has confirmed it is investigating an incident in which a 15-year-old boy was injured in a collision involvin +ICY
UK-News,Letter: Doug Scott obituary,"Summary: The mountaineer Doug Scott was a founder of Nottingham Moderns RFC, whose formation arose from the grip that grammar schools often held over rugby uni +ICY"
Music,Leslie West obituary,"Leslie West, who has died aged 75 following a cardiac arrest, could claim to be one of the creators of heavy metal. His band Mountain made a spectacul +ICY"
Music,"Wonder breaks the silence: pop, rock and classical music for 2021",Sleaford Mods +AOIAgACT Spare Ribs The title of Sleaford Mods+AOIAgACZ sixth album is apparently an oblique reference to the fatalities in the first wave of coronavir +ICY
Books,"Poem of the week: To Tartar, a Terrier Beauty by Thomas Lovell Beddoes","Sonnet: To Tartar, a Terrier Beauty Snowdrop of dogs, with ear of brownest dye, Like the last orphan leaf of naked tree Which shudders in bleak autumn +ICY"
UK-News,Met Office issues severe weather warning for much of the UK,"Summary: Following floods and high winds over Christmas, it was the turn of snow showers to make life challenging across wide parts of the UK on Monday. Drivin +ICY"
UK-News,Western Isles council rejects official sex ed in favour of Catholic teaching,The Western Isles has been hit by a fresh row over the influence of churches on public policy after councillors voted to endorse a Catholic manual on +ICY
Music,Back to Black: how the music industry reckoned with race this year,+AOIAgACc-In the wake of George Floyd+AOIAgACd is a sentence I have both read and written too many times this year. His brutal and racist killing forced an elevated co +ICY
Books,The Death of Francis Bacon by Max Porter review +AOIAgACT last rites for a great artist,"Summary: The facts of the death of Francis Bacon were these: in April 1992, the artist, against his doctor+AOIAgACZ-s advice, took a trip to Madrid to visit his last gr +ICY"
Music,"Armando Manzanero, acclaimed Mexican music star, dies aged 85 of Covid","Armando Manzanero, one of Mexico+AOIAgACZ-s most revered songwriters and musical performers, has died aged 85 from Covid-19. He tested positive for the disease +ICY"
UK-News,Harry and Meghan put son Archie centre stage in first podcast,"When the Duke and Duchess of Sussex announced that they would put guest speakers at centre stage in their new podcast, few would have expected to hear +ICY"
UK-News,Police in Brecon Beacons turn away visitors breaching Covid restrictions,Police have turned visitors away from the Brecon Beacons after hikers drove as far as 200 miles to walk in the snowy Welsh hills in defiance of Covid +ICY
UK-News,Boris Johnson decried purchase of Churchill's private papers,"Boris Johnson, who has sought comparison with Winston Churchill, denounced spending national lottery money to save the wartime leader+AOIAgACZ-s personal paper +ICY"
UK-News,Daniel Meikle and Fergus Boylan named Young Cartoonists of the Year,"If a cartoonist+AOIAgACZ-s job is to raise a smile in the bleakest of times and to provoke a laugh in adversity, then 2020 has certainly provided rich material +ICY"
UK-News,Mugabe's love of cricket and Thatcher's 70th: stories revealed in National Archives papers,"Robert Mugabe John Major vetoed a Foreign Office idea to offer honorary membership of the MCC to Zimbabwean president Robert Mugabe, saying it was a +AOIAgACc +ICY"
UK-News,Princess Diana called criticism of landmine appeal a 'distraction',"Summary: Diana, Princess of Wales, dismissed criticism of her campaign for a worldwide ban on landmines as an +AOIAgACc-unnecessary distraction+AOIAgACd during her famed trip t +ICY"
UK-News,How Edward Heath taking a bath exposed Chequers' lax security,Security at Chequers during Edward Heath+AOIAgACZ-s time as prime minister was so lax one government adviser accidentally stumbled into a room and saw him gett +ICY
Books,Having and Being Had by Eula Biss review +AOIAgACT saturated in capitalism,"As a writer Eula Biss has two great gifts. The first is her ability to reveal to the reader what has, all along, been hidden in plain sight. She did t +ICY"
Music,'Audiences don't want white anger': how white rap grew a conscience,"With Jack Harlow+AOIAgACZ-s major label debut Thats What They All Say selling strongly alongside a bumper deluxe version of Eminem+AOIAgACZ-s Music to be Murdered By, w +ICY"
